Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Tampa,Weekly,"2020-05-03 00:00:00",Organic,1.220000000,12175.00,446.00,0.00,0.00,11728.00,11728.00,0.00,0.00,
Tampa,Weekly,"2020-04-26 00:00:00",Organic,1.200000000,12214.00,430.00,0.00,0.00,11784.00,11784.00,0.00,0.00,
"Total U.S.",Weekly,"2020-05-17 00:00:00",Organic,1.580000000,2271254.00,150100.00,198457.00,5429.00,1917250.00,1121691.00,795559.00,0.00,
"Total U.S.",Weekly,"2020-05-10 00:00:00",Organic,1.560000000,2388687.00,167266.00,223077.00,4442.00,1993895.00,1087768.00,906107.00,20.00,
"Total U.S.",Weekly,"2020-05-03 00:00:00",Organic,1.560000000,2157708.00,141181.00,217577.00,5659.00,1793276.00,1064429.00,728577.00,270.00,
"Total U.S.",Weekly,"2020-04-26 00:00:00",Organic,1.580000000,2135665.00,135549.00,200030.00,6809.00,1793277.00,1019488.00,773782.00,6.00,
West,Weekly,"2020-05-17 00:00:00",Organic,1.710000000,384158.00,23455.00,39738.00,1034.00,319932.00,130051.00,189881.00,0.00,
West,Weekly,"2020-05-10 00:00:00",Organic,1.620000000,471868.00,31827.00,52797.00,1068.00,386176.00,138232.00,247924.00,20.00,
West,Weekly,"2020-05-03 00:00:00",Organic,1.610000000,425524.00,22573.00,44469.00,1217.00,357264.00,169597.00,187398.00,270.00,
West,Weekly,"2020-04-26 00:00:00",Organic,1.720000000,336534.00,26955.00,37369.00,1312.00,270898.00,117606.00,153289.00,3.00,
"West Tex/New Mexico",Weekly,"2020-05-17 00:00:00",Organic,1.580000000,36881.00,1147.00,1243.00,2645.00,31846.00,25621.00,6225.00,0.00,
"West Tex/New Mexico",Weekly,"2020-05-10 00:00:00",Organic,1.590000000,35772.00,994.00,983.00,2103.00,31691.00,25484.00,6208.00,0.00,
"West Tex/New Mexico",Weekly,"2020-05-03 00:00:00",Organic,1.680000000,25155.00,1185.00,948.00,2537.00,20485.00,15679.00,4806.00,0.00,
"West Tex/New Mexico",Weekly,"2020-04-26 00:00:00",Organic,1.730000000,26519.00,1096.00,1042.00,3263.00,21118.00,18122.00,2996.00,0.00,
Albany,Weekly,"2020-06-14 00:00:00",Conventional,0.970000000,225804.00,11376.00,179430.00,499.00,34498.00,18750.00,13875.00,1873.00,
Albany,Weekly,"2020-06-07 00:00:00",Conventional,1.220000000,165016.00,10362.00,118228.00,185.00,36241.00,18289.00,15647.00,2306.00,
Albany,Weekly,"2020-05-31 00:00:00",Conventional,1.470000000,209089.00,12068.00,162696.00,312.00,34012.00,16886.00,15177.00,1950.00,
Albany,Weekly,"2020-05-24 00:00:00",Conventional,1.400000000,178294.00,10704.00,127652.00,287.00,39651.00,19750.00,17923.00,1978.00,
Atlanta,Weekly,"2020-06-14 00:00:00",Conventional,0.910000000,975319.00,410520.00,23947.00,70.00,540783.00,485742.00,54732.00,309.00,
Atlanta,Weekly,"2020-06-07 00:00:00",Conventional,1.010000000,930674.00,407414.00,27622.00,60.00,495579.00,440403.00,55005.00,171.00,
Atlanta,Weekly,"2020-05-31 00:00:00",Conventional,1.040000000,938204.00,429734.00,28379.00,99.00,479992.00,427790.00,51807.00,394.00,
Atlanta,Weekly,"2020-05-24 00:00:00",Conventional,0.960000000,1057753.00,497966.00,29154.00,107.00,530525.00,481032.00,49290.00,203.00,
Baltimore/Washington,Weekly,"2020-06-14 00:00:00",Conventional,1.310000000,1265031.00,142114.00,490604.00,5938.00,626376.00,395981.00,225983.00,4412.00,
Baltimore/Washington,Weekly,"2020-06-07 00:00:00",Conventional,1.310000000,1274389.00,149205.00,506814.00,5568.00,612802.00,384215.00,224937.00,3650.00,
Baltimore/Washington,Weekly,"2020-05-31 00:00:00",Conventional,1.310000000,1293431.00,163797.00,525924.00,4198.00,599513.00,358814.00,233825.00,6873.00,
Baltimore/Washington,Weekly,"2020-05-24 00:00:00",Conventional,1.280000000,1338522.00,170651.00,502655.00,4191.00,661026.00,395043.00,259084.00,6899.00,
Boise,Weekly,"2020-06-14 00:00:00",Conventional,1.170000000,147422.00,30639.00,9937.00,1862.00,104984.00,41990.00,42821.00,20173.00,
Boise,Weekly,"2020-06-07 00:00:00",Conventional,1.240000000,143387.00,36870.00,8249.00,1755.00,96513.00,41185.00,39323.00,16005.00,
Boise,Weekly,"2020-05-31 00:00:00",Conventional,1.260000000,145267.00,36193.00,8901.00,1627.00,98546.00,39891.00,46560.00,12095.00,
Boise,Weekly,"2020-05-24 00:00:00",Conventional,1.280000000,148185.00,36879.00,8117.00,1629.00,101560.00,45367.00,44365.00,11829.00,
Boston,Weekly,"2020-06-14 00:00:00",Conventional,1.100000000,1306611.00,21880.00,714382.00,465.00,569884.00,217846.00,349930.00,2108.00,
Boston,Weekly,"2020-06-07 00:00:00",Conventional,1.430000000,965477.00,24579.00,575049.00,470.00,365379.00,266435.00,96554.00,2390.00,
Boston,Weekly,"2020-05-31 00:00:00",Conventional,1.490000000,990999.00,24829.00,598268.00,586.00,367316.00,245559.00,117143.00,4613.00,
Boston,Weekly,"2020-05-24 00:00:00",Conventional,1.480000000,985927.00,27087.00,581966.00,622.00,376251.00,262484.00,109905.00,3862.00,
Buffalo/Rochester,Weekly,"2020-06-14 00:00:00",Conventional,1.060000000,288382.00,32052.00,68426.00,3521.00,184382.00,157111.00,23533.00,3738.00,
Buffalo/Rochester,Weekly,"2020-06-07 00:00:00",Conventional,0.910000000,328970.00,22955.00,63341.00,3310.00,239364.00,143958.00,91949.00,3457.00,
Buffalo/Rochester,Weekly,"2020-05-31 00:00:00",Conventional,1.150000000,266812.00,31112.00,59451.00,3221.00,173028.00,145108.00,24750.00,3170.00,
Buffalo/Rochester,Weekly,"2020-05-24 00:00:00",Conventional,1.160000000,268649.00,26477.00,61161.00,3639.00,177372.00,149274.00,24618.00,3480.00,
California,Weekly,"2020-06-14 00:00:00",Conventional,1.210000000,8019954.00,2382528.00,1198734.00,304919.00,4133773.00,2207167.00,1334802.00,591803.00,
California,Weekly,"2020-06-07 00:00:00",Conventional,1.250000000,8180834.00,2311329.00,1195403.00,442834.00,4231267.00,2170638.00,1608253.00,452377.00,
California,Weekly,"2020-05-31 00:00:00",Conventional,1.190000000,8794352.00,2208421.00,1308142.00,336132.00,4941657.00,2232274.00,2021825.00,687558.00,
California,Weekly,"2020-05-24 00:00:00",Conventional,1.280000000,8094351.00,2374904.00,1135931.00,178973.00,4404542.00,2233463.00,1571349.00,599731.00,
Charlotte,Weekly,"2020-06-14 00:00:00",Conventional,1.220000000,410145.00,178354.00,67317.00,6263.00,158212.00,123799.00,33962.00,450.00,
Charlotte,Weekly,"2020-06-07 00:00:00",Conventional,1.230000000,418393.00,183938.00,66070.00,7022.00,161363.00,125275.00,36068.00,20.00,
Charlotte,Weekly,"2020-05-31 00:00:00",Conventional,1.200000000,430425.00,202042.00,68865.00,6460.00,153059.00,122296.00,30725.00,38.00,
Charlotte,Weekly,"2020-05-24 00:00:00",Conventional,1.170000000,432854.00,202089.00,66316.00,5809.00,158639.00,130333.00,28213.00,93.00,
Chicago,Weekly,"2020-06-14 00:00:00",Conventional,1.430000000,993788.00,140164.00,210454.00,50489.00,592681.00,321290.00,150976.00,120415.00,
Chicago,Weekly,"2020-06-07 00:00:00",Conventional,1.210000000,1192494.00,181157.00,199570.00,57040.00,754726.00,249765.00,369236.00,135726.00,
Chicago,Weekly,"2020-05-31 00:00:00",Conventional,1.060000000,1552615.00,143088.00,281493.00,60737.00,1067297.00,315270.00,613997.00,138030.00,
Chicago,Weekly,"2020-05-24 00:00:00",Conventional,1.390000000,1177753.00,206634.00,210375.00,65902.00,694842.00,221762.00,367665.00,105415.00,
Cincinnati/Dayton,Weekly,"2020-06-14 00:00:00",Conventional,1.060000000,391189.00,101473.00,15928.00,11330.00,262458.00,231843.00,17085.00,13530.00,
Cincinnati/Dayton,Weekly,"2020-06-07 00:00:00",Conventional,0.970000000,439233.00,136590.00,18341.00,12043.00,272259.00,241770.00,17099.00,13390.00,
Cincinnati/Dayton,Weekly,"2020-05-31 00:00:00",Conventional,1.060000000,427257.00,125056.00,14818.00,12395.00,274988.00,258896.00,14908.00,1184.00,
Cincinnati/Dayton,Weekly,"2020-05-24 00:00:00",Conventional,1.210000000,416096.00,122279.00,18760.00,13997.00,261060.00,246042.00,14752.00,266.00,
Columbus,Weekly,"2020-06-14 00:00:00",Conventional,0.990000000,299491.00,84387.00,14419.00,3000.00,197685.00,188612.00,7216.00,1858.00,
Columbus,Weekly,"2020-06-07 00:00:00",Conventional,0.900000000,335877.00,112925.00,16017.00,2887.00,204048.00,194169.00,8582.00,1297.00,
Columbus,Weekly,"2020-05-31 00:00:00",Conventional,0.910000000,329587.00,109414.00,13315.00,2635.00,204222.00,196530.00,6866.00,826.00,
Columbus,Weekly,"2020-05-24 00:00:00",Conventional,1.070000000,307671.00,104659.00,16768.00,2582.00,183663.00,174522.00,8302.00,839.00,
"Dallas/Ft. Worth",Weekly,"2020-06-14 00:00:00",Conventional,0.780000000,1928419.00,741294.00,178228.00,23053.00,985843.00,655079.00,330255.00,509.00,
"Dallas/Ft. Worth",Weekly,"2020-06-07 00:00:00",Conventional,0.720000000,2061940.00,852157.00,217459.00,24951.00,967374.00,637943.00,328765.00,666.00,
"Dallas/Ft. Worth",Weekly,"2020-05-31 00:00:00",Conventional,0.750000000,2109665.00,728917.00,219450.00,22914.00,1138384.00,814991.00,322625.00,769.00,
"Dallas/Ft. Worth",Weekly,"2020-05-24 00:00:00",Conventional,0.850000000,2073742.00,802486.00,199694.00,25412.00,1046150.00,716392.00,328554.00,1204.00,
Denver,Weekly,"2020-06-14 00:00:00",Conventional,1.020000000,1106608.00,199413.00,135871.00,5969.00,765355.00,333835.00,407826.00,23694.00,
Denver,Weekly,"2020-06-07 00:00:00",Conventional,1.100000000,1112217.00,234704.00,132334.00,6212.00,738967.00,318287.00,397939.00,22741.00,
Denver,Weekly,"2020-05-31 00:00:00",Conventional,1.010000000,1287246.00,256825.00,148119.00,5789.00,876514.00,387177.00,470308.00,19030.00,
Denver,Weekly,"2020-05-24 00:00:00",Conventional,1.120000000,1267678.00,247045.00,145987.00,7709.00,866936.00,322654.00,525121.00,19161.00,
Detroit,Weekly,"2020-06-14 00:00:00",Conventional,1.110000000,560392.00,136605.00,37125.00,55805.00,330858.00,310717.00,12457.00,7684.00,
Detroit,Weekly,"2020-06-07 00:00:00",Conventional,0.980000000,711551.00,236351.00,50339.00,71891.00,352971.00,329096.00,13309.00,10566.00,
Detroit,Weekly,"2020-05-31 00:00:00",Conventional,1.060000000,640486.00,178269.00,40048.00,52671.00,369497.00,348949.00,15296.00,5252.00,
Detroit,Weekly,"2020-05-24 00:00:00",Conventional,1.120000000,660786.00,190470.00,52011.00,81253.00,337052.00,318558.00,12312.00,6181.00,
"Grand Rapids",Weekly,"2020-06-14 00:00:00",Conventional,1.490000000,214254.00,29276.00,57322.00,57824.00,69832.00,51203.00,7288.00,11340.00,
"Grand Rapids",Weekly,"2020-06-07 00:00:00",Conventional,1.260000000,295057.00,78460.00,68992.00,78174.00,69431.00,50696.00,6189.00,12546.00,
"Grand Rapids",Weekly,"2020-05-31 00:00:00",Conventional,1.530000000,236080.00,32376.00,74844.00,52808.00,76053.00,55921.00,7336.00,12795.00,
"Grand Rapids",Weekly,"2020-05-24 00:00:00",Conventional,1.310000000,289641.00,58788.00,68132.00,87696.00,75025.00,51549.00,8431.00,15045.00,
"Great Lakes",Weekly,"2020-06-14 00:00:00",Conventional,1.150000000,5193534.00,1162772.00,732705.00,289954.00,3008103.00,2323915.00,454986.00,229202.00,
"Great Lakes",Weekly,"2020-06-07 00:00:00",Conventional,1.040000000,6063117.00,1646967.00,830213.00,354720.00,3231216.00,2265901.00,728494.00,236822.00,
"Great Lakes",Weekly,"2020-05-31 00:00:00",Conventional,1.060000000,6177779.00,1391298.00,863086.00,281045.00,3642350.00,2464018.00,982133.00,196200.00,
"Great Lakes",Weekly,"2020-05-24 00:00:00",Conventional,1.160000000,5877196.00,1529329.00,845531.00,403298.00,3099038.00,2189646.00,743138.00,166254.00,
Harrisburg/Scranton,Weekly,"2020-06-14 00:00:00",Conventional,1.060000000,526402.00,197064.00,175304.00,1319.00,152714.00,133796.00,12411.00,6508.00,
Harrisburg/Scranton,Weekly,"2020-06-07 00:00:00",Conventional,1.070000000,518831.00,190919.00,176650.00,209.00,151053.00,126386.00,19584.00,5083.00,
Harrisburg/Scranton,Weekly,"2020-05-31 00:00:00",Conventional,1.100000000,569935.00,213652.00,204778.00,195.00,151308.00,119396.00,26679.00,5233.00,
Harrisburg/Scranton,Weekly,"2020-05-24 00:00:00",Conventional,1.110000000,530762.00,189866.00,164205.00,269.00,176422.00,138967.00,31771.00,5684.00,
Hartford/Springfield,Weekly,"2020-06-14 00:00:00",Conventional,1.350000000,525105.00,17135.00,402148.00,11467.00,94355.00,85330.00,6971.00,2053.00,
Hartford/Springfield,Weekly,"2020-06-07 00:00:00",Conventional,1.440000000,475682.00,15827.00,344997.00,2720.00,112138.00,97259.00,12353.00,2527.00,
Hartford/Springfield,Weekly,"2020-05-31 00:00:00",Conventional,1.400000000,533079.00,15482.00,408746.00,747.00,108103.00,89921.00,14948.00,3234.00,
Hartford/Springfield,Weekly,"2020-05-24 00:00:00",Conventional,1.510000000,478405.00,15720.00,345129.00,195.00,117362.00,98514.00,15742.00,3106.00,
Houston,Weekly,"2020-06-14 00:00:00",Conventional,0.820000000,1681921.00,719590.00,190010.00,5257.00,767064.00,483168.00,260765.00,23131.00,
Houston,Weekly,"2020-06-07 00:00:00",Conventional,0.750000000,1943014.00,780784.00,310808.00,6620.00,844802.00,478393.00,343772.00,22637.00,
Houston,Weekly,"2020-05-31 00:00:00",Conventional,0.810000000,1990923.00,654250.00,354557.00,7266.00,974850.00,536994.00,410119.00,27736.00,
Houston,Weekly,"2020-05-24 00:00:00",Conventional,0.920000000,1887425.00,780849.00,280631.00,7397.00,818548.00,488592.00,306102.00,23854.00,
Indianapolis,Weekly,"2020-06-14 00:00:00",Conventional,1.020000000,315534.00,95984.00,28172.00,5620.00,185757.00,174994.00,6528.00,4235.00,
Indianapolis,Weekly,"2020-06-07 00:00:00",Conventional,0.950000000,346851.00,125206.00,33078.00,4891.00,183675.00,173238.00,7220.00,3218.00,
Indianapolis,Weekly,"2020-05-31 00:00:00",Conventional,1.040000000,343686.00,122220.00,27950.00,5731.00,187784.00,179944.00,7708.00,132.00,
Indianapolis,Weekly,"2020-05-24 00:00:00",Conventional,1.120000000,335436.00,114322.00,34976.00,6244.00,179894.00,169581.00,10192.00,121.00,
Jacksonville,Weekly,"2020-06-14 00:00:00",Conventional,1.180000000,242135.00,108594.00,11791.00,224.00,121526.00,96656.00,24149.00,721.00,
Jacksonville,Weekly,"2020-06-07 00:00:00",Conventional,1.140000000,245509.00,125285.00,13807.00,270.00,106146.00,82977.00,23155.00,14.00,
Jacksonville,Weekly,"2020-05-31 00:00:00",Conventional,1.180000000,238443.00,122561.00,14045.00,226.00,101610.00,79009.00,22597.00,4.00,
Jacksonville,Weekly,"2020-05-24 00:00:00",Conventional,1.060000000,291155.00,115295.00,15633.00,217.00,160010.00,137088.00,22882.00,40.00,
"Las Vegas",Weekly,"2020-06-14 00:00:00",Conventional,0.950000000,462851.00,64268.00,48239.00,56.00,350288.00,113195.00,233372.00,3722.00,
"Las Vegas",Weekly,"2020-06-07 00:00:00",Conventional,1.030000000,431082.00,75886.00,45939.00,77.00,309180.00,107081.00,198695.00,3404.00,
"Las Vegas",Weekly,"2020-05-31 00:00:00",Conventional,1.040000000,426611.00,75365.00,37479.00,66.00,313700.00,132826.00,177156.00,3719.00,
"Las Vegas",Weekly,"2020-05-24 00:00:00",Conventional,0.920000000,517399.00,79034.00,46634.00,99.00,391632.00,104245.00,282087.00,5299.00,
"Los Angeles",Weekly,"2020-06-14 00:00:00",Conventional,1.170000000,3639362.00,1179802.00,65352.00,229854.00,2164354.00,1273336.00,517766.00,373253.00,
"Los Angeles",Weekly,"2020-06-07 00:00:00",Conventional,1.130000000,3900386.00,1214539.00,88098.00,346605.00,2251143.00,1256354.00,752408.00,242381.00,
"Los Angeles",Weekly,"2020-05-31 00:00:00",Conventional,1.090000000,4146415.00,1164372.00,112387.00,254002.00,2615654.00,1322371.00,873295.00,419989.00,
"Los Angeles",Weekly,"2020-05-24 00:00:00",Conventional,1.200000000,3810100.00,1247655.00,84554.00,135385.00,2342507.00,1272358.00,742591.00,327557.00,
Louisville,Weekly,"2020-06-14 00:00:00",Conventional,0.910000000,186199.00,55178.00,11712.00,50.00,119260.00,102732.00,16497.00,30.00,
Louisville,Weekly,"2020-06-07 00:00:00",Conventional,1.020000000,159816.00,51016.00,14611.00,90.00,94100.00,74924.00,19162.00,14.00,
Louisville,Weekly,"2020-05-31 00:00:00",Conventional,0.860000000,175577.00,56877.00,12358.00,52.00,106290.00,87298.00,18987.00,4.00,
Louisville,Weekly,"2020-05-24 00:00:00",Conventional,0.820000000,198489.00,64111.00,14923.00,99.00,119356.00,101197.00,18159.00,0.00,
"Miami/Ft. Lauderdale",Weekly,"2020-06-14 00:00:00",Conventional,1.200000000,994261.00,531013.00,42613.00,353.00,420283.00,362986.00,57264.00,32.00,
"Miami/Ft. Lauderdale",Weekly,"2020-06-07 00:00:00",Conventional,1.180000000,1032904.00,534848.00,45067.00,312.00,452677.00,401114.00,51519.00,44.00,
"Miami/Ft. Lauderdale",Weekly,"2020-05-31 00:00:00",Conventional,1.190000000,1059330.00,568533.00,51482.00,360.00,438954.00,388967.00,49955.00,32.00,
"Miami/Ft. Lauderdale",Weekly,"2020-05-24 00:00:00",Conventional,1.070000000,1221161.00,590159.00,41774.00,341.00,588886.00,532843.00,56007.00,36.00,
Midsouth,Weekly,"2020-06-14 00:00:00",Conventional,1.100000000,5388208.00,1704123.00,1043712.00,28473.00,2611900.00,2006225.00,581945.00,23731.00,
Midsouth,Weekly,"2020-06-07 00:00:00",Conventional,1.130000000,5337228.00,1748935.00,1093427.00,29596.00,2465270.00,1859978.00,584317.00,20975.00,
Midsouth,Weekly,"2020-05-31 00:00:00",Conventional,1.100000000,5433607.00,1844079.00,1112679.00,24787.00,2452062.00,1840514.00,584930.00,26618.00,
Midsouth,Weekly,"2020-05-24 00:00:00",Conventional,1.080000000,5648412.00,1892255.00,1053973.00,24068.00,2678115.00,2049749.00,601115.00,27252.00,
Nashville,Weekly,"2020-06-14 00:00:00",Conventional,0.870000000,365330.00,146529.00,9242.00,48.00,209511.00,188301.00,20437.00,773.00,
Nashville,Weekly,"2020-06-07 00:00:00",Conventional,0.970000000,370407.00,150908.00,9910.00,87.00,209502.00,190124.00,19357.00,21.00,
Nashville,Weekly,"2020-05-31 00:00:00",Conventional,0.940000000,373752.00,155590.00,9212.00,29.00,208922.00,189818.00,19067.00,38.00,
Nashville,Weekly,"2020-05-24 00:00:00",Conventional,0.900000000,402362.00,167811.00,9954.00,47.00,224550.00,206407.00,18131.00,13.00,
"New Orleans/Mobile",Weekly,"2020-06-14 00:00:00",Conventional,0.980000000,410229.00,177983.00,24614.00,541.00,207092.00,177897.00,18107.00,11089.00,
"New Orleans/Mobile",Weekly,"2020-06-07 00:00:00",Conventional,0.900000000,442872.00,208901.00,23921.00,582.00,209469.00,184071.00,13452.00,11946.00,
"New Orleans/Mobile",Weekly,"2020-05-31 00:00:00",Conventional,0.890000000,473329.00,203099.00,19631.00,562.00,250037.00,226466.00,11160.00,12411.00,
"New Orleans/Mobile",Weekly,"2020-05-24 00:00:00",Conventional,0.930000000,476714.00,205006.00,21757.00,492.00,249459.00,221388.00,13909.00,14162.00,
"New York",Weekly,"2020-06-14 00:00:00",Conventional,1.220000000,3212254.00,107855.00,2152151.00,47039.00,905209.00,718981.00,179109.00,7119.00,
"New York",Weekly,"2020-06-07 00:00:00",Conventional,1.480000000,2441579.00,77276.00,1352388.00,3386.00,1008529.00,777307.00,223852.00,7370.00,
"New York",Weekly,"2020-05-31 00:00:00",Conventional,1.250000000,3221463.00,94961.00,2159820.00,5104.00,961578.00,739008.00,213801.00,8768.00,
"New York",Weekly,"2020-05-24 00:00:00",Conventional,1.500000000,2525443.00,83190.00,1386683.00,1406.00,1054163.00,798268.00,245780.00,10115.00,
Northeast,Weekly,"2020-06-14 00:00:00",Conventional,1.120000000,9254874.00,759804.00,5366134.00,76067.00,3052869.00,1991073.00,1016093.00,45703.00,
Northeast,Weekly,"2020-06-07 00:00:00",Conventional,1.320000000,7415920.00,682716.00,3814054.00,16645.00,2902505.00,2062787.00,798960.00,40758.00,
Northeast,Weekly,"2020-05-31 00:00:00",Conventional,1.270000000,8584547.00,806028.00,5005022.00,16686.00,2756811.00,2005226.00,702989.00,48597.00,
Northeast,Weekly,"2020-05-24 00:00:00",Conventional,1.380000000,7527521.00,703479.00,3885815.00,13117.00,2925110.00,2125462.00,742881.00,56767.00,
"Northern New England",Weekly,"2020-06-14 00:00:00",Conventional,0.890000000,1089324.00,24071.00,764845.00,121.00,300287.00,66472.00,232131.00,1684.00,
"Northern New England",Weekly,"2020-06-07 00:00:00",Conventional,1.290000000,713047.00,24686.00,520608.00,153.00,167600.00,80047.00,84637.00,2916.00,
"Northern New England",Weekly,"2020-05-31 00:00:00",Conventional,1.340000000,742864.00,25610.00,531726.00,152.00,185376.00,81911.00,98872.00,4593.00,
"Northern New England",Weekly,"2020-05-24 00:00:00",Conventional,1.310000000,739202.00,29072.00,535769.00,200.00,174161.00,82251.00,87018.00,4893.00,
Orlando,Weekly,"2020-06-14 00:00:00",Conventional,1.100000000,594541.00,251895.00,13959.00,155.00,328532.00,248563.00,79852.00,117.00,
Orlando,Weekly,"2020-06-07 00:00:00",Conventional,1.110000000,594181.00,270274.00,13857.00,71.00,309979.00,232164.00,77768.00,48.00,
Orlando,Weekly,"2020-05-31 00:00:00",Conventional,1.120000000,591835.00,275483.00,14037.00,79.00,302236.00,230297.00,71872.00,67.00,
Orlando,Weekly,"2020-05-24 00:00:00",Conventional,1.030000000,677479.00,305669.00,15153.00,124.00,356526.00,279827.00,76646.00,53.00,
Philadelphia,Weekly,"2020-06-14 00:00:00",Conventional,1.090000000,948980.00,173391.00,408781.00,3512.00,363296.00,244656.00,112288.00,6353.00,
Philadelphia,Weekly,"2020-06-07 00:00:00",Conventional,1.200000000,807793.00,152793.00,284771.00,465.00,369764.00,241674.00,123043.00,5047.00,
Philadelphia,Weekly,"2020-05-31 00:00:00",Conventional,1.110000000,931458.00,172550.00,405233.00,690.00,352985.00,225282.00,120924.00,6778.00,
Philadelphia,Weekly,"2020-05-24 00:00:00",Conventional,1.230000000,807460.00,141183.00,285468.00,363.00,380446.00,247877.00,125808.00,6761.00,
Phoenix/Tucson,Weekly,"2020-06-14 00:00:00",Conventional,0.790000000,1512499.00,423653.00,228749.00,4360.00,855666.00,251979.00,603442.00,246.00,
Phoenix/Tucson,Weekly,"2020-06-07 00:00:00",Conventional,0.880000000,1395856.00,485987.00,209486.00,4344.00,695988.00,257347.00,438315.00,326.00,
Phoenix/Tucson,Weekly,"2020-05-31 00:00:00",Conventional,0.760000000,1605302.00,589645.00,234487.00,4611.00,776505.00,301517.00,474627.00,361.00,
Phoenix/Tucson,Weekly,"2020-05-24 00:00:00",Conventional,0.760000000,1734519.00,437992.00,274446.00,4929.00,1017060.00,272781.00,737882.00,6397.00,
Pittsburgh,Weekly,"2020-06-14 00:00:00",Conventional,1.200000000,162971.00,41946.00,13966.00,56.00,107003.00,103438.00,1052.00,2513.00,
Pittsburgh,Weekly,"2020-06-07 00:00:00",Conventional,1.280000000,156644.00,45870.00,19005.00,62.00,91706.00,87234.00,4465.00,7.00,
Pittsburgh,Weekly,"2020-05-31 00:00:00",Conventional,1.010000000,221227.00,78294.00,18454.00,63.00,124416.00,119811.00,4324.00,281.00,
Pittsburgh,Weekly,"2020-05-24 00:00:00",Conventional,1.290000000,156895.00,51052.00,20551.00,45.00,85248.00,75967.00,4552.00,4728.00,
Plains,Weekly,"2020-06-14 00:00:00",Conventional,1.080000000,2890080.00,1130966.00,511969.00,2010.00,1245135.00,1057566.00,133809.00,53760.00,
Plains,Weekly,"2020-06-07 00:00:00",Conventional,1.060000000,2969091.00,1154226.00,516304.00,1914.00,1296648.00,1164098.00,70224.00,62325.00,
